in:WU,in:SHGC,in:InsTh,in:InsLa,in:CSB,in:CSP_R,in:CSP_O,in:HSB,in:HSP_R,in:HSP_O,in:SD,in:NOfS,in:DOASHC,in:RadCoilLowT,in:dTRad,in:RadCtrTh,in:RadSurfType,in:DOAS_SHT,in:DOAS_SLT,out:kgCO2,out:Comf time,out:Condensation,out:HP_SCOP,out:PeakCL,out:PeakHL,img,threeD
3,0.6,3,1,34,27,27,16,18,21,0.1,4,5,23,6,1,0,27,13,33318,55.93,0,3.71,6807,26471,WU3_SHGC0.6_InsTh3_InsLa1_CSB34_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh3_InsLa1_CSB34_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
1,0.6,5,1,33,28,27,16,18,21,0,4,5,21,6,3,0,28,18,24214,82.31,0,3.57,7741,25167,WU1_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.6,3,1,33,27,27,16,18,21,0.1,4,5,21,6,1,0,27,17,23700,79.87,0,3.54,7193,25751,WU1_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
3,0.6,2,1,33,28,27,16,18,21,0,4,5,23,6,3,0,28,14,32751,60.42,0,3.67,7302,26757,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT14_Top.png,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT14.json
1,0.6,5,1,34,28,27,16,18,21,0,4,5,21,6,3,0,28,17,24291,89.1,0,3.48,7741,25167,WU1_SHGC0.6_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.6,2,1,34,28,27,16,18,21,0,4,5,21,6,3,0,28,18,25415,84.23,0,3.53,7874,26430,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.6,5,1,32,28,27,16,18,21,0,4,5,21,6,1,0,27,19,23623,80.71,0,3.51,7741,25167,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.9,2,1,34,28,27,16,18,19,0,4,0,19,6,3,0,28,17,21188,78.75,0,3.66,12122,17929,WU1_SHGC0.9_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.9_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.6,2,1,33,27,27,16,18,21,0,4,5,23,6,1,0,27,13,32089,54.36,0,3.58,7874,26430,WU1_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU1_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
3,0.6,3,1,34,28,27,16,18,21,0.1,4,5,21,6,3,0,28,17,26740,88.59,0,3.53,6807,26471,WU3_SHGC0.6_InsTh3_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU3_SHGC0.6_InsTh3_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.6,5,1,34,28,27,16,18,21,0,4,5,21,6,1,0,28,17,23679,83.08,0,3.51,7741,25167,WU1_SHGC0.6_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.9,2,1,32,28,27,16,18,19,0,4,0,19,6,3,0,27,19,20995,83.94,0,3.52,12122,17929,WU1_SHGC0.9_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.6,2,1,34,28,27,16,18,21,0,4,5,21,6,3,0,27,19,24945,89.1,0,3.48,7874,26430,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.9,5,1,32,28,27,16,18,19,0,4,0,19,6,1,0,28,17,19943,78.33,0,3.58,12061,17259,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
3,0.6,3,1,33,27,27,16,18,21,0.1,4,5,23,6,1,0,27,14,30881,90.45,0,3.59,6807,26471,WU3_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14_Top.png,WU3_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14.json
3,0.6,3,1,33,28,27,16,18,21,0.1,4,5,23,6,1,0,27,14,30881,90.45,0,3.59,6807,26471,WU3_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14_Top.png,WU3_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14.json
1,0.6,2,1,34,27,27,16,18,21,0,4,5,21,6,3,0,28,17,25474,86.22,0,3.56,7874,26430,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.9,5,1,34,28,27,16,18,19,0,4,0,19,6,3,0,28,19,20502,76.57,0,3.65,12061,17259,WU1_SHGC0.9_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
1,0.6,5,1,32,28,27,16,18,21,0,4,5,21,6,1,0,27,17,23858,84.46,0,3.53,7741,25167,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
1,0.6,3,1,33,27,27,16,18,21,0,4,5,21,6,3,0,28,17,24794,85.54,0,3.57,7730,25781,WU1_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
3,0.6,2,1,34,28,27,16,18,21,0.1,4,5,23,6,1,0,27,13,32468,91.67,0,3.48,6877,26697,WU3_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
3,0.6,2,1,33,27,27,16,18,21,0.1,4,5,23,6,1,0,27,13,32468,91.67,0,3.48,6877,26697,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
1,0.6,3,2,34,28,27,16,18,21,0,4,5,21,6,3,0,28,17,24855,89.13,0,3.48,7828,26053,WU1_SHGC0.6_InsTh3_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh3_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.9,5,1,34,28,27,16,18,21,0,4,5,21,6,1,0,28,17,22856,67.53,0,3.54,12061,25167,WU1_SHGC0.9_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.6,5,1,32,28,27,16,18,19,0,4,0,19,6,3,0,27,19,20794,76.31,0,3.43,7741,17259,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.6,5,1,34,28,27,16,18,19,0,4,0,21,6,1,0,28,17,21986,80.8,0,3.67,7741,17259,WU1_SHGC0.6_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.9,5,1,32,28,27,16,18,21,0,4,5,19,6,3,0,27,19,22035,85.22,0,3.52,12061,25167,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.6,2,1,34,28,27,16,18,21,0,4,5,21,5,3,0,28,17,25218,89.52,0,3.49,7874,26430,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad5_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad5_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
3,0.6,5,1,33,28,27,16,18,21,0,4,5,21,6,1,0,28,13,26872,79.81,0,3.62,7176,27475,WU3_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT13.json
1,0.6,3,1,34,27,27,16,18,21,0.1,4,5,23,6,3,0,27,17,30175,53.33,0,3.42,7193,25751,WU1_SHGC0.6_InsTh3_InsLa1_CSB34_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh3_InsLa1_CSB34_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
3,0.6,3,1,33,27,27,16,18,21,0.1,4,5,23,5,1,0,27,13,31120,91.76,0,3.64,6807,26471,WU3_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad5_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT23_dTRad5_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
1,0.9,5,1,32,28,27,16,18,19,0,4,5,19,5,1,0,28,19,21679,82.82,3.666667,3.5,12061,17259,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad5_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad5_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
1,0.6,2,1,34,28,27,16,18,21,0,4,0,21,6,3,0,27,17,25732,87.63,0,3.57,7874,26430,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
1,0.6,2,1,34,28,27,16,18,21,0,4,4,21,5,3,0,28,17,25774,86.76,0,3.57,7874,26430,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC4_RadCoilLowT21_dTRad5_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC4_RadCoilLowT21_dTRad5_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.6,2,1,32,28,27,16,18,19,0,4,0,19,6,1,0,27,17,21043,73.37,0,3.48,7874,17929,WU1_SHGC0.6_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
1,0.9,5,1,34,28,27,16,18,21,0,4,5,21,5,3,0,28,19,24208,63.75,0,3.58,12061,25167,WU1_SHGC0.9_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad5_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad5_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
1,0.6,5,1,34,28,27,16,18,21,0,4,5,21,5,3,0,28,17,24646,85.42,0,3.58,7741,25167,WU1_SHGC0.6_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad5_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad5_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
3,0.6,3,1,33,27,27,16,18,21,0.1,4,5,21,6,1,0,27,17,26056,87.18,0,3.54,6807,26471,WU3_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU3_SHGC0.6_InsTh3_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0.1_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
1,0.6,5,1,33,27,27,16,18,21,0,4,5,23,6,3,0,28,13,28839,84.39,0,3.76,7741,25167,WU1_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT13_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT13.json
1,0.6,5,2,34,28,27,16,18,21,0,4,5,21,6,3,0,28,17,24489,85.16,0,3.56,7754,25361,WU1_SHGC0.6_InsTh5_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.6_InsTh5_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.9,5,1,32,28,27,16,18,19,0,4,0,23,6,1,0,27,19,23623,47.44,0,3.82,12061,17259,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
